295,,muzzle,ATTACHMENTS/SILENCERLARGE,silencerbalancedshtgn_mike26,silencer3,icon_attachment_sh_romeo870_shtgnsilencer,ATTACHMENTS/DESC_SILENCERLARGE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,3,0,-3,-1,hardened|veteran,ATTACHMENTS/MOD_SILENCER|1,ATTACHMENTS/MOD_DAMAGE_RANGE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_GUN_STEADINESS|-1,,,,,0,,,,
296,,muzzle,ATTACHMENTS/SILENCERLARGE,silencerbalanced_dpapa12,silencer3,icon_attachment_sh_dpapa12_silencer03,ATTACHMENTS/DESC_SILENCERLARGE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,3,0,-3,-1,hardened|veteran,ATTACHMENTS/MOD_SILENCER|1,ATTACHMENTS/MOD_DAMAGE_RANGE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_GUN_STEADINESS|-1,,,,,0,,,,
297,,muzzle,ATTACHMENTS/SILENCERLARGE,silencerbalancedshtgn_charlie725,silencer3,icon_attachment_sh_charlie725_silencer03,ATTACHMENTS/DESC_SILENCERLARGE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,3,0,-3,-1,hardened|veteran,ATTACHMENTS/MOD_SILENCER|1,ATTACHMENTS/MOD_DAMAGE_RANGE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_GUN_STEADINESS|-1,,,,,0,,,,
298,,muzzle,ATTACHMENTS/SILENCERLARGE_XMIKE109,silencerbalanced_xmike109,silencer3,icon_attachment_sn_xmike109_silencerlrg,ATTACHMENTS/DESC_SILENCERLARGE_XMIKE109,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,3,0,-3,-1,hardened|veteran,ATTACHMENTS/MOD_SILENCER|1,ATTACHMENTS/MOD_DAMAGE_RANGE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_GUN_STEADINESS|-1,,,,,0,,,,
299,,muzzle,ATTACHMENTS/SILENCERHUGE_ROMEO870,silencersleeveshtgn,silencer2,icon_attachment_silencer_shgn03,ATTACHMENTS/DESC_SILENCERHUGE_ROMEO870,PERKS/COMPLETE_THE_MARKSMAN,,,,,,4,0,6,0,-5,-2,hardened|veteran,ATTACHMENTS/MOD_SILENCER|1,ATTACHMENTS/MOD_DAMAGE_RANGE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_GUN_STEADINESS|-1,ATTACHMENTS/MOD_PELLET_TIGHTNESS|1,,,,0,,,,
300,,muzzle,ATTACHMENTS/SILENCERHUGE_ROMEO870,silencersleeveshtgn_romeo870,silencer2,icon_attachment_ar_asierra12_longsuppressor,ATTACHMENTS/DESC_SILENCERHUGE_ROMEO870,PERKS/COMPLETE_THE_MARKSMAN,,,,,,4,0,6,0,-5,-2,hardened|veteran,ATTACHMENTS/MOD_SILENCER|1,ATTACHMENTS/MOD_DAMAGE_RANGE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_GUN_STEADINESS|-1,ATTACHMENTS/MOD_PELLET_TIGHTNESS|1,,,,0,,,,
301,,muzzle,ATTACHMENTS/SILENCERHUGE_ROMEO870,silencersleeveshtgn_mp,silencer2,icon_attachment_silencer_shgn03,ATTACHMENTS/DESC_SILENCERHUGE_ROMEO870,PERKS/COMPLETE_THE_MARKSMAN,,,,,,4,0,6,0,-5,-2,hardened|veteran,ATTACHMENTS/MOD_SILENCER|1,ATTACHMENTS/MOD_DAMAGE_RANGE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_GUN_STEADINESS|-1,ATTACHMENTS/MOD_PELLET_TIGHTNESS|1,,,,0,,,,
302,,muzzle,ATTACHMENTS/SILENCERHUGE_ROMEO870,silencersleeveshtgn_mike26,silencer2,icon_attachment_silencer_shgn03,ATTACHMENTS/DESC_SILENCERHUGE_ROMEO870,PERKS/COMPLETE_THE_MARKSMAN,,,,,,4,0,6,0,-5,-2,hardened|veteran,ATTACHMENTS/MOD_SILENCER|1,ATTACHMENTS/MOD_DAMAGE_RANGE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_GUN_STEADINESS|-1,ATTACHMENTS/MOD_PELLET_TIGHTNESS|1,,,,0,,,,
303,,muzzle,ATTACHMENTS/SILENCERHUGE_ASIERRA12,silencer2_asierra12,silencer2,icon_attachment_ar_asierra12_longsuppressor,ATTACHMENTS/DESC_SILENCERHUGE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,4,0,6,0,-5,-2,hardened|veteran,ATTACHMENTS/MOD_SILENCER|1,ATTACHMENTS/MOD_DAMAGE_RANGE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_GUN_STEADINESS|-1,ATTACHMENTS/MOD_RECOIL_CONTROL|1,,,,0,,,,
304,,muzzle,ATTACHMENTS/SILENCERHUGE_VICTOR,silencer2_victor,silencer2,icon_attachment_sm_victor_suppressor,ATTACHMENTS/DESC_SILENCERHUGE_VICTOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,4,0,6,0,-5,-2,hardened|veteran,ATTACHMENTS/MOD_SILENCER|1,ATTACHMENTS/MOD_DAMAGE_RANGE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_GUN_STEADINESS|-1,ATTACHMENTS/MOD_RECOIL_CONTROL|1,,,,0,,,,
305,,muzzle,ATTACHMENTS/SILENCEROIL,silencer_oilcan,silencer4,icon_attachment_oil_filter_suppressor,ATTACHMENTS/DESC_SILENCEROIL,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,-2,0,-2,0.5,hardened|veteran,ATTACHMENTS/MOD_SILENCER|1,ATTACHMENTS/MOD_DAMAGE_RANGE|-1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_GUN_STEADINESS|-1,,,,,0,,,,
306,,muzzle,ATTACHMENTS/SILENCEROIL,silencerpstl_oil,silencer4,icon_attachment_oil_filter_suppressor,ATTACHMENTS/DESC_SILENCEROIL,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,-2,0,-2,0.5,hardened|veteran,ATTACHMENTS/MOD_SILENCER|1,ATTACHMENTS/MOD_DAMAGE_RANGE|-1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_GUN_STEADINESS|-1,,,,,0,,,,
307,,muzzle,ATTACHMENTS/BRAKE,brake,brake,icon_attachment_muzzlebrake02,ATTACHMENTS/DESC_BRAKE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
308,,muzzle,ATTACHMENTS/BRAKE,brake_kilo433,brake,icon_attachment_muzzlebrake02,ATTACHMENTS/DESC_BRAKE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
309,,muzzle,ATTACHMENTS/BRAKE,brake_scharlie,brake,icon_attachment_muzzlebrake02,ATTACHMENTS/DESC_BRAKE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
310,,muzzle,ATTACHMENTS/BRAKE,brake_mgolf34,brake,icon_attachment_muzzlebrake02,ATTACHMENTS/DESC_BRAKE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
311,,muzzle,ATTACHMENTS/BRAKE,brake_mgolf36,brake,icon_attachment_muzzlebrake02,ATTACHMENTS/DESC_BRAKE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
312,,muzzle,ATTACHMENTS/BRAKE,brakedmr,brake,icon_attachment_muzzlebrake02,ATTACHMENTS/DESC_BRAKE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
313,,muzzle,ATTACHMENTS/BRAKE,brakesmg,brake,icon_attachment_muzzlebrake01,ATTACHMENTS/DESC_BRAKE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
314,,muzzle,ATTACHMENTS/BRAKE,brake_augolf,brake,icon_attachment_muzzlebrake_pstl02,ATTACHMENTS/DESC_BRAKE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
315,,muzzle,ATTACHMENTS/BRAKE,brakepstl,brake,icon_attachment_muzzlebrake_pstl01,ATTACHMENTS/DESC_BRAKE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
316,,muzzle,ATTACHMENTS/BRAKE,brakepstl02,brake,icon_attachment_muzzlebrake_pstl02,ATTACHMENTS/DESC_BRAKE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
317,,muzzle,ATTACHMENTS/BRAKE,brakesnpr,brake,icon_attachment_muzzlebrake03,ATTACHMENTS/DESC_BRAKE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
318,,muzzle,ATTACHMENTS/BRAKE,brakesnpr_alpha50,brake,icon_attachment_muzzlebrake03,ATTACHMENTS/DESC_BRAKE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
319,,muzzle,ATTACHMENTS/BRAKE,brakesnpr_hdromeo,brake,icon_attachment_muzzlebrake03,ATTACHMENTS/DESC_BRAKE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
320,,muzzle,ATTACHMENTS/BRAKE,brake_decho,brake,icon_attachment_pi_decho_muzzlebrake,ATTACHMENTS/DESC_BRAKE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
321,,muzzle,ATTACHMENTS/BRAKE,brake_mike1911,brake,icon_attachment_pi_mike1911_muzzlebrake,ATTACHMENTS/DESC_BRAKE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
322,,muzzle,ATTACHMENTS/BRAKE,brake_dpapa12,brake,icon_attachment_sh_dpapa12_muzzlebrake,ATTACHMENTS/DESC_BRAKE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
323,,muzzle,ATTACHMENTS/BRAKE,brake_charlie725,brake,icon_attachment_sh_charlie725_muzzlebrake,ATTACHMENTS/DESC_BRAKE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
324,,muzzle,ATTACHMENTS/BRAKE,brakeshtgn,brake,icon_attachment_muzzlebrake_shgn01,ATTACHMENTS/DESC_BRAKE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
325,,muzzle,ATTACHMENTS/BRAKE,brake_mike26,brake,icon_attachment_muzzlebrake_shgn01,ATTACHMENTS/DESC_BRAKE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
326,,muzzle,ATTACHMENTS/BRAKE,brake01,brake,icon_attachment_muzzlebrake01,ATTACHMENTS/DESC_BRAKE,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
327,,muzzle,ATTACHMENTS/BRAKE_ANOVEMBER94,brake_anovember94,brake,icon_attachment_ar_anov94_brake,ATTACHMENTS/DESC_BRAKE_ANOVEMBER94,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
328,,muzzle,ATTACHMENTS/BRAKE_XMIKE109,brakesnpr_xmike109,brake,icon_attachment_sn_xmike109_brake,ATTACHMENTS/DESC_BRAKE_XMIKE109,PERKS/COMPLETE_THE_MARKSMAN,,,,,,3.5,0,0,0,-1,1,regular|hardened|veteran,ATTACHMENTS/MOD_SUSTAINED_FIRE|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
329,,muzzle,ATTACHMENTS/COMPENSATOR,comp,comp,icon_attachment_compensator02,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
330,,muzzle,ATTACHMENTS/COMPENSATOR,comp_mpapa5,comp,icon_attachment_compensator02,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
331,,muzzle,ATTACHMENTS/COMPENSATOR,comp_kilo433,comp,icon_attachment_compensator02,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
332,,muzzle,ATTACHMENTS/COMPENSATOR,comp_mike4,comp,icon_attachment_compensator02,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
333,,muzzle,ATTACHMENTS/COMPENSATOR,comp_sierra552,comp,icon_attachment_compensator02,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
334,,muzzle,ATTACHMENTS/COMPENSATOR,complmg,comp,icon_attachment_compensator02,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
335,,muzzle,ATTACHMENTS/COMPENSATOR,comp_shtgn,comp,icon_attachment_compensator_shgn01,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
336,,muzzle,ATTACHMENTS/COMPENSATOR,comp_mike26,comp,icon_attachment_compensator_shgn01,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
337,,muzzle,ATTACHMENTS/COMPENSATOR,compsmg,comp,icon_attachment_compensator01,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
338,,muzzle,ATTACHMENTS/COMPENSATOR,comp_smgolf45,comp,icon_attachment_compensator01,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
339,,muzzle,ATTACHMENTS/COMPENSATOR,comp_akilo47,comp,icon_attachment_compensator01,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
340,,muzzle,ATTACHMENTS/COMPENSATOR,comp_asierra12,comp,icon_attachment_compensator02,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
341,,muzzle,ATTACHMENTS/COMPENSATOR,comp_papa90,comp,icon_attachment_compensator01,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
342,,muzzle,ATTACHMENTS/COMPENSATOR,compdmr,comp,icon_attachment_compensator02,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
343,,muzzle,ATTACHMENTS/COMPENSATOR,compsnpr,comp,icon_attachment_lm_pkilo_comp,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
344,,muzzle,ATTACHMENTS/COMPENSATOR,compsnpr_alpha50,comp,icon_attachment_compensator03,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
345,,muzzle,ATTACHMENTS/COMPENSATOR,compsnpr_hdromeo,comp,icon_attachment_compensator03,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
346,,muzzle,ATTACHMENTS/COMPENSATOR,comp_pstl,comp,icon_attachment_compensator_pstl01,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
347,,muzzle,ATTACHMENTS/COMPENSATOR,comp_decho,comp,icon_attachment_pi_decho_comp,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
348,,muzzle,ATTACHMENTS/COMPENSATOR,comp03,comp,icon_attachment_compensator03,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
349,,muzzle,ATTACHMENTS/COMPENSATOR,comp04,comp,icon_attachment_compensator04,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
350,,muzzle,ATTACHMENTS/COMPENSATOR,comp_dpapa12,comp,icon_attachment_sh_dpapa12_comp,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
351,,muzzle,ATTACHMENTS/COMPENSATOR,comp_charlie725,comp,icon_attachment_sh_charlie725_choke_v5,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2,0,0,0,-1,3,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
352,,muzzle,ATTACHMENTS/COMPENSATOR_MIKE9,comp_mike9,comp,icon_attachment_pi_mike9_compensator_v2,ATTACHMENTS/DESC_COMPENSATOR,PERKS/COMPLETE_THE_MARKSMAN,,,,,,2.5,0,0,0,-1.5,3.5,regular|hardened|veteran,ATTACHMENTS/MOD_RECOIL_CONTROL|1,ATTACHMENTS/MOD_ADS_RAISE_SPEED|-1,ATTACHMENTS/MOD_ADS_SWAY_CONTROL|-1,,,,,,0,,,,
